content,publish_time,like_count,comment_count,platform,brand,product,campaign,source_type,risk_label
用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。希望品牌给个明确说明。我是痘肌，直播间入手，连续用了3天，评论区反馈分化很明显。,2026-05-25 02:00:00,52,55,天猫评价,竞品B,屏障修护面霜,敏感肌种草,话题讨论,广告承诺争议
说实话，达人测评没有夸张，实际使用确实温和，油皮也能接受。我是外油内干，朋友推荐后购买，刚上脸10分钟，和同价位竞品对比差异明显。,2026-05-28 02:29:00,120,7,B站,竞品C,舒缓保湿面膜,夏季修护专题,电商评价,正向口碑
测评后感觉，达人测评没有夸张，实际使用确实温和，油皮也能接受。希望品牌给个明确说明。我是油敏皮，大促囤货，早晚用了4天，希望品牌补充适用人群说明。,2026-05-29 10:00:00,79,5,天猫评价,NewBrand,温和洁面乳,新品上市,达人笔记,正向口碑
竞品最近也在推类似概念，想看更真实的横评对比。不建议盲买。我是正常偏干，达人链接下单，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-25 11:12:00,12,0,天猫评价,NewBrand,屏障修护面霜,敏感肌种草,短视频评论,中性观察
说实话，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。我是屏障受损肌，达人链接下单，连续用了3天，和同价位竞品对比差异明显。,2026-05-26 22:44:00,212,25,天猫评价,竞品A,光感修护精华液,敏感肌种草,话题讨论,达人内容质疑
说实话，竞品B这波新品包装和肤感都比以前细腻，吸收快，味道也克制。大家怎么看？我是油敏皮，大促囤货，用了1周，评论区反馈分化很明显。,2026-05-29 03:27:00,116,21,天猫评价,竞品B,早C晚A精华套装,新品上市,达人笔记,正向口碑
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。我是外油内干，小样试用后入正装，用了1周，评论区反馈分化很明显。,2026-05-28 23:27:00,55,15,京东评价,竞品A,屏障修护面霜,新品上市,达人笔记,达人内容质疑
姐妹们，用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。希望品牌给个明确说明。我是油敏皮，朋友推荐后购买，用了1周，希望品牌补充适用人群说明。,2026-05-27 12:04:00,64,14,抖音,竞品A,屏障修护面霜,敏感肌种草,用户评论,达人内容质疑
姐妹们，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。大家怎么看？我是正常偏干，小样试用后入正装，用了2次，客服回复会直接影响我是否复购。,2026-05-28 18:05:00,117,11,抖音,NewBrand,温和洁面乳,达人测评,用户评论,达人内容质疑
这次舒缓保湿面膜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。不建议盲买。我是正常偏干，小样试用后入正装，用了2次，希望品牌补充适用人群说明。,2026-06-01 01:59:00,51,14,抖音,竞品C,舒缓保湿面膜,敏感肌种草,用户评论,正向口碑
姐妹们，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是油敏皮，达人链接下单，早晚用了4天，后续上妆状态变化很大。,2026-05-30 20:29:00,295,15,京东评价,NewBrand,屏障修护面霜,618大促,短视频评论,售后体验不满
敏感肌用光感修护精华液很安心，泛红稳定下来，保湿感也不错。希望品牌给个明确说明。我是痘肌，旗舰店买的，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-26 20:32:00,29,34,京东评价,NewBrand,光感修护精华液,新品上市,达人笔记,正向口碑
说实话，保湿和提亮都比较自然，不是那种立刻假白的效果。大家怎么看？我是外油内干，小样试用后入正装，用了2次，这个点对敏感肌很关键。,2026-05-28 20:13:00,102,9,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,正向口碑
测评后感觉，保湿和提亮都比较自然，不是那种立刻假白的效果。我是正常偏干，大促囤货，连续用了3天，大促期间看到很多类似反馈。,2026-05-24 18:58:00,64,13,京东评价,竞品A,早C晚A精华套装,618大促,达人笔记,正向口碑
用了几天，竞品B广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是干敏皮，直播间入手，用了1周，评论区反馈分化很明显。,2026-05-28 02:43:00,23,0,天猫评价,竞品B,光感修护精华液,新品上市,用户评论,价格价值争议
姐妹们，客服一直让我再观察，没有给明确处理方案，售后体验真的差。不建议盲买。我是正常偏干，达人链接下单，用了1周，和同价位竞品对比差异明显。,2026-05-25 03:01:00,67,18,B站,NewBrand,屏障修护面霜,夏季修护专题,电商评价,售后体验不满
测评后感觉，用了三天爆痘，停用后才慢慢好，不敢继续用了。还会继续观察。我是正常偏干，直播间入手，用了1周，后续上妆状态变化很大。,2026-05-29 21:45:00,203,45,微博,NewBrand,屏障修护面霜,618大促,话题讨论,售后体验不满
质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。大家怎么看？我是正常偏干，朋友推荐后购买，刚上脸10分钟，鼻翼和脸颊反应最明显。,2026-05-30 12:14:00,43,28,抖音,NewBrand,舒缓保湿面膜,夏季修护专题,用户评论,广告承诺争议
用了几天，连续用了一周，早C晚A精华套装对换季干燥有改善，修护感很明显。我是混油皮，达人链接下单，连续用了3天，鼻翼和脸颊反应最明显。,2026-05-29 21:14:00,43,12,抖音,竞品A,早C晚A精华套装,敏感肌种草,话题讨论,正向口碑
客服解释成分很专业，售后响应也快，这点比竞品体验好。不建议盲买。我是屏障受损肌，旗舰店买的，空瓶半瓶后，后续上妆状态变化很大。,2026-06-01 01:16:00,20,4,B站,NewBrand,屏障修护面霜,618大促,用户评论,正向口碑
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。还会继续观察。我是沙漠干皮，大促囤货，空瓶半瓶后，评论区反馈分化很明显。,2026-06-01 08:19:00,60,58,抖音,竞品B,屏障修护面霜,新品上市,用户评论,产品质量风险
测评后感觉，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。希望品牌给个明确说明。我是沙漠干皮，小样试用后入正装，用了2次，鼻翼和脸颊反应最明显。,2026-05-30 04:04:00,24,6,天猫评价,NewBrand,屏障修护面霜,敏感肌种草,达人笔记,正向口碑
测评后感觉，活动价还可以，套装搭配合理，适合第一次尝试这个系列。不建议盲买。我是沙漠干皮，大促囤货，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-26 01:15:00,18,10,天猫评价,NewBrand,早C晚A精华套装,达人测评,电商评价,正向口碑
说实话，如果后续能补充第三方检测和适用人群说明，会更放心。大家怎么看？我是正常偏干，大促囤货，用了2次，和同价位竞品对比差异明显。,2026-05-31 15:43:00,0,2,微博,竞品A,舒缓保湿面膜,618大促,电商评价,中性观察
测评后感觉，达人测评没有夸张，实际使用确实温和，油皮也能接受。希望品牌给个明确说明。我是外油内干，旗舰店买的，用了1周，大促期间看到很多类似反馈。,2026-05-26 01:02:00,53,35,B站,NewBrand,舒缓保湿面膜,敏感肌种草,用户评论,正向口碑
测评后感觉，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。我是干敏皮，大促囤货，刚上脸10分钟，希望品牌补充适用人群说明。,2026-05-27 10:27:00,203,6,小红书,NewBrand,温和洁面乳,敏感肌种草,短视频评论,产品质量风险
测评后感觉，客服解释成分很专业，售后响应也快，这点比竞品体验好。大家怎么看？我是外油内干，大促囤货，连续用了3天，评论区反馈分化很明显。,2026-06-01 02:35:00,45,7,B站,竞品A,光感修护精华液,618大促,用户评论,正向口碑
用了几天，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是油敏皮，朋友推荐后购买，用了1周，鼻翼和脸颊反应最明显。,2026-05-28 01:06:00,26,4,抖音,NewBrand,温和洁面乳,新品上市,用户评论,中性观察
达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。我是外油内干，朋友推荐后购买，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-28 19:25:00,39,50,小红书,竞品C,屏障修护面霜,敏感肌种草,达人笔记,价格价值争议
用了几天，用了三天爆痘，停用后才慢慢好，不敢继续用了。我是屏障受损肌，直播间入手，用了1周，后续上妆状态变化很大。,2026-05-31 09:57:00,14,37,抖音,NewBrand,早C晚A精华套装,夏季修护专题,电商评价,产品质量风险
说实话，客服解释成分很专业，售后响应也快，这点比竞品体验好。还会继续观察。我是油敏皮，达人链接下单，用了2次，鼻翼和脸颊反应最明显。,2026-05-28 03:00:00,111,26,B站,竞品A,屏障修护面霜,618大促,话题讨论,正向口碑
说实话，用了早C晚A精华套装之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。大家怎么看？我是混油皮，直播间入手，用了2次，客服回复会直接影响我是否复购。,2026-05-31 06:38:00,44,14,B站,NewBrand,早C晚A精华套装,新品上市,话题讨论,售后体验不满
测评后感觉，客服回复速度还行，但对过敏问题的解释比较模板化。我是屏障受损肌，直播间入手，用了2次，鼻翼和脸颊反应最明显。,2026-05-26 14:28:00,47,5,抖音,NewBrand,舒缓保湿面膜,新品上市,电商评价,中性观察
用了几天，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。我是正常偏干，旗舰店买的，空瓶半瓶后，大促期间看到很多类似反馈。,2026-06-01 01:04:00,192,69,京东评价,NewBrand,温和洁面乳,达人测评,话题讨论,产品质量风险
客服回复速度还行，但对过敏问题的解释比较模板化。大家怎么看？我是正常偏干，朋友推荐后购买，用了1周，评论区反馈分化很明显。,2026-05-24 09:54:00,65,8,微博,竞品B,温和洁面乳,新品上市,达人笔记,中性观察
姐妹们，客服解释成分很专业，售后响应也快，这点比竞品体验好。不建议盲买。我是痘肌，小样试用后入正装，用了1周，鼻翼和脸颊反应最明显。,2026-05-27 10:47:00,22,8,京东评价,竞品A,屏障修护面霜,夏季修护专题,短视频评论,正向口碑
测评后感觉，成分表看起来偏修护，敏感肌最好先做局部测试。不建议盲买。我是油敏皮，小样试用后入正装，早晚用了4天，大促期间看到很多类似反馈。,2026-05-28 20:35:00,39,9,天猫评价,竞品A,舒缓保湿面膜,敏感肌种草,用户评论,中性观察
如果后续能补充第三方检测和适用人群说明，会更放心。不建议盲买。我是正常偏干，大促囤货，连续用了3天，大促期间看到很多类似反馈。,2026-05-31 01:27:00,7,11,B站,NewBrand,舒缓保湿面膜,夏季修护专题,电商评价,中性观察
姐妹们，敏感肌用早C晚A精华套装很安心，泛红稳定下来，保湿感也不错。大家怎么看？我是屏障受损肌，达人链接下单，用了1周，鼻翼和脸颊反应最明显。,2026-05-25 14:56:00,39,4,抖音,竞品B,早C晚A精华套装,达人测评,短视频评论,正向口碑
测评后感觉，用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。不建议盲买。我是油敏皮，大促囤货，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-28 17:11:00,130,2,B站,NewBrand,屏障修护面霜,618大促,达人笔记,广告承诺争议
测评后感觉，保湿和提亮都比较自然，不是那种立刻假白的效果。还会继续观察。我是沙漠干皮，直播间入手，用了2次，后续上妆状态变化很大。,2026-05-31 02:56:00,56,5,天猫评价,竞品B,屏障修护面霜,达人测评,话题讨论,正向口碑
屏障修护面霜肤感还可以，但功效需要再观察，暂时没有特别惊喜。还会继续观察。我是痘肌，旗舰店买的，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-27 17:42:00,43,8,京东评价,NewBrand,屏障修护面霜,敏感肌种草,短视频评论,中性观察
测评后感觉，保湿和提亮都比较自然，不是那种立刻假白的效果。我是油敏皮，朋友推荐后购买，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-25 22:44:00,73,16,B站,NewBrand,光感修护精华液,新品上市,话题讨论,正向口碑
用了几天，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是屏障受损肌，达人链接下单，空瓶半瓶后，评论区反馈分化很明显。,2026-05-26 21:07:00,60,4,京东评价,NewBrand,屏障修护面霜,新品上市,达人笔记,价格价值争议
测评后感觉，如果后续能补充第三方检测和适用人群说明，会更放心。不建议盲买。我是正常偏干，达人链接下单，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-30 14:17:00,2,6,抖音,竞品A,光感修护精华液,夏季修护专题,用户评论,中性观察
用了几天，活动价还可以，套装搭配合理，适合第一次尝试这个系列。不建议盲买。我是痘肌，旗舰店买的，早晚用了4天，评论区反馈分化很明显。,2026-05-31 15:54:00,35,9,小红书,NewBrand,屏障修护面霜,夏季修护专题,用户评论,正向口碑
用了几天，用了舒缓保湿面膜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。还会继续观察。我是痘肌，达人链接下单，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-28 06:30:00,231,47,小红书,竞品A,舒缓保湿面膜,敏感肌种草,达人笔记,达人内容质疑
客服一直让我再观察，没有给明确处理方案，售后体验真的差。还会继续观察。我是痘肌，朋友推荐后购买，连续用了3天，评论区反馈分化很明显。,2026-06-01 07:56:00,169,23,小红书,竞品B,早C晚A精华套装,夏季修护专题,达人笔记,价格价值争议
测评后感觉，客服一直让我再观察，没有给明确处理方案，售后体验真的差。不建议盲买。我是混油皮，达人链接下单，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-25 00:59:00,152,16,B站,NewBrand,光感修护精华液,达人测评,话题讨论,价格价值争议
测评后感觉，客服解释成分很专业，售后响应也快，这点比竞品体验好。还会继续观察。我是正常偏干，达人链接下单，早晚用了4天，评论区反馈分化很明显。,2026-05-24 18:23:00,28,2,抖音,竞品C,屏障修护面霜,新品上市,短视频评论,正向口碑
用了几天，这次早C晚A精华套装真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。不建议盲买。我是沙漠干皮，直播间入手，用了2次，大促期间看到很多类似反馈。,2026-05-31 18:18:00,39,6,小红书,NewBrand,早C晚A精华套装,达人测评,话题讨论,正向口碑
说实话，这次光感修护精华液真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是沙漠干皮，旗舰店买的，用了2次，大促期间看到很多类似反馈。,2026-05-28 08:44:00,104,3,B站,NewBrand,光感修护精华液,夏季修护专题,电商评价,正向口碑
用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。希望品牌给个明确说明。我是屏障受损肌，旗舰店买的，连续用了3天，大促期间看到很多类似反馈。,2026-05-27 22:35:00,31,20,天猫评价,NewBrand,屏障修护面霜,618大促,电商评价,产品质量风险
活动价还可以，套装搭配合理，适合第一次尝试这个系列。希望品牌给个明确说明。我是痘肌，达人链接下单，早晚用了4天，评论区反馈分化很明显。,2026-05-29 04:26:00,58,1,小红书,NewBrand,光感修护精华液,新品上市,短视频评论,正向口碑
用了早C晚A精华套装之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是屏障受损肌，朋友推荐后购买，用了1周，评论区反馈分化很明显。,2026-05-27 03:40:00,209,30,天猫评价,竞品A,早C晚A精华套装,夏季修护专题,达人笔记,价格价值争议
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。我是干敏皮，小样试用后入正装，早晚用了4天，鼻翼和脸颊反应最明显。,2026-05-28 11:24:00,144,17,抖音,竞品C,舒缓保湿面膜,新品上市,用户评论,产品质量风险
用了几天，保湿和提亮都比较自然，不是那种立刻假白的效果。不建议盲买。我是痘肌，旗舰店买的，用了1周，这个点对敏感肌很关键。,2026-05-29 18:09:00,47,2,B站,竞品C,舒缓保湿面膜,敏感肌种草,话题讨论,正向口碑
姐妹们，这次光感修护精华液真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。还会继续观察。我是干敏皮，大促囤货，用了2次，这个点对敏感肌很关键。,2026-05-28 06:53:00,136,8,抖音,NewBrand,光感修护精华液,敏感肌种草,用户评论,正向口碑
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。不建议盲买。我是沙漠干皮，大促囤货，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-28 03:33:00,177,3,天猫评价,NewBrand,温和洁面乳,达人测评,达人笔记,售后体验不满
用了几天，敏感肌用舒缓保湿面膜很安心，泛红稳定下来，保湿感也不错。不建议盲买。我是干敏皮，达人链接下单，用了1周，大促期间看到很多类似反馈。,2026-05-27 04:38:00,37,1,天猫评价,竞品B,舒缓保湿面膜,敏感肌种草,达人笔记,正向口碑
姐妹们，包装设计挺好看，但更关心长期使用后的稳定性。还会继续观察。我是沙漠干皮，小样试用后入正装，用了2次，鼻翼和脸颊反应最明显。,2026-05-25 03:00:00,33,30,小红书,竞品C,屏障修护面霜,夏季修护专题,用户评论,中性观察
测评后感觉，如果后续能补充第三方检测和适用人群说明，会更放心。我是沙漠干皮，旗舰店买的，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-28 07:53:00,45,3,京东评价,NewBrand,屏障修护面霜,618大促,话题讨论,中性观察
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。还会继续观察。我是沙漠干皮，朋友推荐后购买，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-29 04:45:00,249,61,微博,竞品C,温和洁面乳,618大促,短视频评论,价格价值争议
说实话，达人测评没有夸张，实际使用确实温和，油皮也能接受。不建议盲买。我是沙漠干皮，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-31 04:14:00,47,4,微博,竞品C,早C晚A精华套装,618大促,达人笔记,正向口碑
姐妹们，包装设计挺好看，但更关心长期使用后的稳定性。还会继续观察。我是屏障受损肌，朋友推荐后购买，连续用了3天，希望品牌补充适用人群说明。,2026-06-01 02:02:00,8,4,B站,NewBrand,舒缓保湿面膜,618大促,用户评论,中性观察
用了光感修护精华液之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是油敏皮，直播间入手，连续用了3天，希望品牌补充适用人群说明。,2026-05-28 18:03:00,71,41,B站,NewBrand,光感修护精华液,夏季修护专题,电商评价,售后体验不满
姐妹们，用了舒缓保湿面膜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。大家怎么看？我是沙漠干皮，大促囤货，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-31 23:05:00,160,21,天猫评价,竞品A,舒缓保湿面膜,夏季修护专题,短视频评论,广告承诺争议
姐妹们，客服回复速度还行，但对过敏问题的解释比较模板化。大家怎么看？我是干敏皮，旗舰店买的，连续用了3天，后续上妆状态变化很大。,2026-05-27 12:09:00,15,7,天猫评价,NewBrand,早C晚A精华套装,敏感肌种草,电商评价,中性观察
说实话，用了光感修护精华液之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。不建议盲买。我是混油皮，朋友推荐后购买，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-24 13:20:00,50,6,京东评价,NewBrand,光感修护精华液,618大促,达人笔记,价格价值争议
说实话，活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是混油皮，达人链接下单，用了1周，评论区反馈分化很明显。,2026-05-25 05:17:00,34,14,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,电商评价,正向口碑
用了几天，竞品最近也在推类似概念，想看更真实的横评对比。希望品牌给个明确说明。我是正常偏干，旗舰店买的，连续用了3天，这个点对敏感肌很关键。,2026-05-28 08:59:00,32,8,小红书,NewBrand,光感修护精华液,夏季修护专题,达人笔记,中性观察
测评后感觉，这次温和洁面乳真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。不建议盲买。我是干敏皮，小样试用后入正装，用了2次，评论区反馈分化很明显。,2026-05-26 23:06:00,89,34,B站,竞品A,温和洁面乳,新品上市,话题讨论,正向口碑
质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。还会继续观察。我是痘肌，旗舰店买的，刚上脸10分钟，和同价位竞品对比差异明显。,2026-05-28 18:03:00,95,10,小红书,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,价格价值争议
姐妹们，达人测评没有夸张，实际使用确实温和，油皮也能接受。还会继续观察。我是干敏皮，大促囤货，连续用了3天，客服回复会直接影响我是否复购。,2026-05-24 19:46:00,37,17,微博,竞品A,屏障修护面霜,夏季修护专题,话题讨论,正向口碑
姐妹们，包装设计挺好看，但更关心长期使用后的稳定性。还会继续观察。我是痘肌，小样试用后入正装，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-29 01:19:00,14,5,小红书,竞品C,光感修护精华液,夏季修护专题,用户评论,中性观察
说实话，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是外油内干，小样试用后入正装，连续用了3天，后续上妆状态变化很大。,2026-05-28 03:48:00,115,19,B站,NewBrand,温和洁面乳,618大促,达人笔记,产品质量风险
说实话，保湿和提亮都比较自然，不是那种立刻假白的效果。我是沙漠干皮，大促囤货，空瓶半瓶后，评论区反馈分化很明显。,2026-05-24 22:58:00,102,21,B站,NewBrand,早C晚A精华套装,夏季修护专题,达人笔记,正向口碑
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。还会继续观察。我是外油内干，旗舰店买的，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-24 13:27:00,118,18,小红书,竞品A,屏障修护面霜,618大促,话题讨论,产品质量风险
用了几天，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。希望品牌给个明确说明。我是痘肌，达人链接下单，刚上脸10分钟，鼻翼和脸颊反应最明显。,2026-05-30 23:14:00,92,13,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,短视频评论,售后体验不满
测评后感觉，达人测评没有夸张，实际使用确实温和，油皮也能接受。不建议盲买。我是痘肌，达人链接下单，连续用了3天，和同价位竞品对比差异明显。,2026-05-28 14:54:00,107,6,天猫评价,竞品A,屏障修护面霜,618大促,达人笔记,正向口碑
用了几天，保湿和提亮都比较自然，不是那种立刻假白的效果。大家怎么看？我是正常偏干，直播间入手，连续用了3天，评论区反馈分化很明显。,2026-05-26 08:42:00,23,21,微博,竞品C,温和洁面乳,618大促,短视频评论,正向口碑
姐妹们，达人测评没有夸张，实际使用确实温和，油皮也能接受。希望品牌给个明确说明。我是屏障受损肌，直播间入手，用了1周，后续上妆状态变化很大。,2026-05-26 22:24:00,35,7,微博,NewBrand,舒缓保湿面膜,618大促,用户评论,正向口碑
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。希望品牌给个明确说明。我是油敏皮，大促囤货，用了1周，后续上妆状态变化很大。,2026-05-25 16:23:00,109,70,天猫评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,达人内容质疑
说实话，竞品A这波新品包装和肤感都比以前细腻，吸收快，味道也克制。不建议盲买。我是痘肌，朋友推荐后购买，连续用了3天，客服回复会直接影响我是否复购。,2026-06-01 07:21:00,206,5,天猫评价,竞品A,温和洁面乳,达人测评,电商评价,正向口碑
说实话，早C晚A精华套装肤感还可以，但功效需要再观察，暂时没有特别惊喜。我是沙漠干皮，旗舰店买的，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-25 00:47:00,22,8,抖音,竞品B,早C晚A精华套装,达人测评,达人笔记,中性观察
用了几天，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。不建议盲买。我是外油内干，朋友推荐后购买，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-31 03:56:00,81,32,抖音,竞品A,屏障修护面霜,敏感肌种草,电商评价,价格价值争议
测评后感觉，活动价还可以，套装搭配合理，适合第一次尝试这个系列。希望品牌给个明确说明。我是油敏皮，朋友推荐后购买，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-25 13:26:00,160,2,京东评价,NewBrand,舒缓保湿面膜,618大促,话题讨论,正向口碑
测评后感觉，温和洁面乳肤感还可以，但功效需要再观察，暂时没有特别惊喜。大家怎么看？我是屏障受损肌，直播间入手，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-31 06:54:00,32,4,京东评价,竞品C,温和洁面乳,敏感肌种草,话题讨论,中性观察
用了几天，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是痘肌，旗舰店买的，早晚用了4天，大促期间看到很多类似反馈。,2026-05-25 09:15:00,105,5,小红书,竞品A,舒缓保湿面膜,新品上市,话题讨论,达人内容质疑
说实话，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。我是屏障受损肌，小样试用后入正装，用了1周，和同价位竞品对比差异明显。,2026-05-30 19:59:00,139,15,京东评价,NewBrand,光感修护精华液,敏感肌种草,用户评论,售后体验不满
姐妹们，竞品最近也在推类似概念，想看更真实的横评对比。我是干敏皮，直播间入手，用了2次，客服回复会直接影响我是否复购。,2026-05-28 06:12:00,29,5,小红书,竞品A,温和洁面乳,618大促,用户评论,中性观察
竞品最近也在推类似概念，想看更真实的横评对比。我是油敏皮，大促囤货，用了2次，鼻翼和脸颊反应最明显。,2026-05-26 12:38:00,4,19,天猫评价,竞品A,早C晚A精华套装,敏感肌种草,短视频评论,中性观察
测评后感觉，客服一直让我再观察，没有给明确处理方案，售后体验真的差。希望品牌给个明确说明。我是干敏皮，小样试用后入正装，用了1周，评论区反馈分化很明显。,2026-05-25 08:36:00,19,16,B站,竞品C,温和洁面乳,敏感肌种草,电商评价,产品质量风险
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。我是痘肌，小样试用后入正装，连续用了3天，希望品牌补充适用人群说明。,2026-05-26 05:38:00,116,37,B站,竞品B,温和洁面乳,达人测评,电商评价,产品质量风险
用了几天，竞品最近也在推类似概念，想看更真实的横评对比。我是屏障受损肌，直播间入手，空瓶半瓶后，后续上妆状态变化很大。,2026-05-25 09:17:00,124,12,天猫评价,NewBrand,屏障修护面霜,达人测评,短视频评论,中性观察
测评后感觉，客服回复速度还行，但对过敏问题的解释比较模板化。我是油敏皮，小样试用后入正装，用了2次，和同价位竞品对比差异明显。,2026-05-30 22:43:00,53,1,京东评价,竞品A,光感修护精华液,新品上市,电商评价,中性观察
测评后感觉，敏感肌用温和洁面乳很安心，泛红稳定下来，保湿感也不错。还会继续观察。我是正常偏干，小样试用后入正装，用了2次，大促期间看到很多类似反馈。,2026-05-30 11:24:00,79,3,B站,NewBrand,温和洁面乳,达人测评,话题讨论,正向口碑
用了几天，连续用了一周，温和洁面乳对换季干燥有改善，修护感很明显。我是油敏皮，旗舰店买的，刚上脸10分钟，后续上妆状态变化很大。,2026-05-31 07:10:00,8,6,小红书,竞品A,温和洁面乳,敏感肌种草,用户评论,正向口碑
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。不建议盲买。我是油敏皮，小样试用后入正装，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-30 02:33:00,95,22,B站,NewBrand,温和洁面乳,夏季修护专题,用户评论,产品质量风险
客服解释成分很专业，售后响应也快，这点比竞品体验好。不建议盲买。我是正常偏干，直播间入手，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-27 14:00:00,60,1,B站,竞品C,温和洁面乳,新品上市,达人笔记,正向口碑
用了几天，客服解释成分很专业，售后响应也快，这点比竞品体验好。不建议盲买。我是油敏皮，大促囤货，早晚用了4天，希望品牌补充适用人群说明。,2026-05-28 04:00:00,36,4,B站,竞品B,屏障修护面霜,新品上市,话题讨论,正向口碑
说实话，连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。希望品牌给个明确说明。我是正常偏干，朋友推荐后购买，早晚用了4天，后续上妆状态变化很大。,2026-05-28 17:48:00,27,16,抖音,NewBrand,舒缓保湿面膜,新品上市,达人笔记,正向口碑
说实话，敏感肌用屏障修护面霜很安心，泛红稳定下来，保湿感也不错。大家怎么看？我是混油皮，朋友推荐后购买，连续用了3天，鼻翼和脸颊反应最明显。,2026-05-25 10:58:00,114,11,天猫评价,竞品A,屏障修护面霜,618大促,电商评价,正向口碑
姐妹们，竞品B这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是痘肌，旗舰店买的，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-27 09:22:00,65,5,小红书,竞品B,舒缓保湿面膜,达人测评,短视频评论,中性观察
