content,publish_time,like_count,comment_count,platform,brand,product,campaign,source_type,risk_label,sentiment,sentiment_score,sentiment_confidence,topic_distribution,dominant_topic,topic_confidence
如果后续能补充第三方检测和适用人群说明，会更放心。不建议盲买。我是正常偏干，大促囤货，连续用了3天，大促期间看到很多类似反馈。,2026-05-31 01:27:00,7,11,B站,NewBrand,舒缓保湿面膜,夏季修护专题,电商评价,中性观察,neutral,0.0,0.5,[0.02953322 0.02935564 0.02900992 0.55199482 0.36010641],3,0.5519948158059109
姐妹们，敏感肌用早C晚A精华套装很安心，泛红稳定下来，保湿感也不错。大家怎么看？我是屏障受损肌，达人链接下单，用了1周，鼻翼和脸颊反应最明显。,2026-05-25 14:56:00,39,4,抖音,竞品B,早C晚A精华套装,达人测评,短视频评论,正向口碑,positive,0.625,0.925,[0.02945251 0.88163601 0.02940438 0.02973582 0.02977127],1,0.8816360078626571
测评后感觉，用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。不建议盲买。我是油敏皮，大促囤货，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-28 17:11:00,130,2,B站,NewBrand,屏障修护面霜,618大促,达人笔记,广告承诺争议,negative,-0.5,0.8,[0.02526349 0.89969845 0.02490538 0.02501609 0.0251166 ],1,0.8996984467645543
测评后感觉，保湿和提亮都比较自然，不是那种立刻假白的效果。还会继续观察。我是沙漠干皮，直播间入手，用了2次，后续上妆状态变化很大。,2026-05-31 02:56:00,56,5,天猫评价,竞品B,屏障修护面霜,达人测评,话题讨论,正向口碑,positive,1.0,1.0,[0.88991824 0.02750745 0.02731318 0.02750792 0.02775321],0,0.889918239022073
屏障修护面霜肤感还可以，但功效需要再观察，暂时没有特别惊喜。还会继续观察。我是痘肌，旗舰店买的，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-27 17:42:00,43,8,京东评价,NewBrand,屏障修护面霜,敏感肌种草,短视频评论,中性观察,neutral,-0.25,0.55,[0.02813373 0.1235635  0.02799154 0.02853318 0.79177804],4,0.7917780423407457
测评后感觉，保湿和提亮都比较自然，不是那种立刻假白的效果。我是油敏皮，朋友推荐后购买，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-25 22:44:00,73,16,B站,NewBrand,光感修护精华液,新品上市,话题讨论,正向口碑,positive,1.0,1.0,[0.89014507 0.02769567 0.027257   0.02741847 0.02748379],0,0.8901450675302368
用了几天，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是屏障受损肌，达人链接下单，空瓶半瓶后，评论区反馈分化很明显。,2026-05-26 21:07:00,60,4,京东评价,NewBrand,屏障修护面霜,新品上市,达人笔记,价格价值争议,negative,-1.0,1.0,[0.88847487 0.02786532 0.02769499 0.02795339 0.02801143],0,0.888474873169066
测评后感觉，如果后续能补充第三方检测和适用人群说明，会更放心。不建议盲买。我是正常偏干，达人链接下单，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-30 14:17:00,2,6,抖音,竞品A,光感修护精华液,夏季修护专题,用户评论,中性观察,neutral,0.0,0.5,[0.02790368 0.0274877  0.02696401 0.89022436 0.02742026],3,0.8902243595073069
用了几天，活动价还可以，套装搭配合理，适合第一次尝试这个系列。不建议盲买。我是痘肌，旗舰店买的，早晚用了4天，评论区反馈分化很明显。,2026-05-31 15:54:00,35,9,小红书,NewBrand,屏障修护面霜,夏季修护专题,用户评论,正向口碑,positive,1.0,1.0,[0.03082368 0.030852   0.03072075 0.03082057 0.87678299],4,0.8767829943832479
用了几天，用了舒缓保湿面膜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。还会继续观察。我是痘肌，达人链接下单，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-28 06:30:00,231,47,小红书,竞品A,舒缓保湿面膜,敏感肌种草,达人笔记,达人内容质疑,negative,-0.5,0.8,[0.02681677 0.8923946  0.02696188 0.02691759 0.02690916],1,0.892394602940001
客服一直让我再观察，没有给明确处理方案，售后体验真的差。还会继续观察。我是痘肌，朋友推荐后购买，连续用了3天，评论区反馈分化很明显。,2026-06-01 07:56:00,169,23,小红书,竞品B,早C晚A精华套装,夏季修护专题,达人笔记,价格价值争议,positive,1.5,1.0,[0.02944816 0.02961988 0.02932332 0.88179726 0.02981138],3,0.8817972592598676
测评后感觉，客服一直让我再观察，没有给明确处理方案，售后体验真的差。不建议盲买。我是混油皮，达人链接下单，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-25 00:59:00,152,16,B站,NewBrand,光感修护精华液,达人测评,话题讨论,价格价值争议,positive,1.5,1.0,[0.02816645 0.02815299 0.02790412 0.88760105 0.0281754 ],3,0.8876010475747578
测评后感觉，客服解释成分很专业，售后响应也快，这点比竞品体验好。还会继续观察。我是正常偏干，达人链接下单，早晚用了4天，评论区反馈分化很明显。,2026-05-24 18:23:00,28,2,抖音,竞品C,屏障修护面霜,新品上市,短视频评论,正向口碑,positive,1.5,1.0,[0.02721941 0.89103013 0.0270614  0.02732418 0.02736488],1,0.8910301268824963
用了几天，这次早C晚A精华套装真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。不建议盲买。我是沙漠干皮，直播间入手，用了2次，大促期间看到很多类似反馈。,2026-05-31 18:18:00,39,6,小红书,NewBrand,早C晚A精华套装,达人测评,话题讨论,正向口碑,positive,0.5,0.8,[0.02616793 0.02623257 0.02580347 0.64810614 0.27368988],3,0.648106141667748
说实话，这次光感修护精华液真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是沙漠干皮，旗舰店买的，用了2次，大促期间看到很多类似反馈。,2026-05-28 08:44:00,104,3,B站,NewBrand,光感修护精华液,夏季修护专题,电商评价,正向口碑,positive,0.625,0.925,[0.02746243 0.02754001 0.02675337 0.74823181 0.17001237],3,0.7482318108995539
用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。希望品牌给个明确说明。我是屏障受损肌，旗舰店买的，连续用了3天，大促期间看到很多类似反馈。,2026-05-27 22:35:00,31,20,天猫评价,NewBrand,屏障修护面霜,618大促,电商评价,产品质量风险,neutral,-0.2,0.5,[0.02643447 0.89475172 0.02609123 0.02621032 0.02651226],1,0.8947517200315116
活动价还可以，套装搭配合理，适合第一次尝试这个系列。希望品牌给个明确说明。我是痘肌，达人链接下单，早晚用了4天，评论区反馈分化很明显。,2026-05-29 04:26:00,58,1,小红书,NewBrand,光感修护精华液,新品上市,短视频评论,正向口碑,positive,1.0,1.0,[0.02956427 0.02956681 0.02934644 0.02956229 0.88196019],4,0.8819601906012454
用了早C晚A精华套装之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是屏障受损肌，朋友推荐后购买，用了1周，评论区反馈分化很明显。,2026-05-27 03:40:00,209,30,天猫评价,竞品A,早C晚A精华套装,夏季修护专题,达人笔记,价格价值争议,negative,-1.0,1.0,[0.02919674 0.88283153 0.02910654 0.02929287 0.02957233],1,0.8828315280326369
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。我是干敏皮，小样试用后入正装，早晚用了4天，鼻翼和脸颊反应最明显。,2026-05-28 11:24:00,144,17,抖音,竞品C,舒缓保湿面膜,新品上市,用户评论,产品质量风险,negative,-1.0,1.0,[0.02964537 0.02962023 0.02961192 0.88147714 0.02964534],3,0.8814771363842981
用了几天，保湿和提亮都比较自然，不是那种立刻假白的效果。不建议盲买。我是痘肌，旗舰店买的，用了1周，这个点对敏感肌很关键。,2026-05-29 18:09:00,47,2,B站,竞品C,舒缓保湿面膜,敏感肌种草,话题讨论,正向口碑,positive,1.0,1.0,[0.8703017  0.03240724 0.03231454 0.03238112 0.03259541],0,0.870301696202854
姐妹们，这次光感修护精华液真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。还会继续观察。我是干敏皮，大促囤货，用了2次，这个点对敏感肌很关键。,2026-05-28 06:53:00,136,8,抖音,NewBrand,光感修护精华液,敏感肌种草,用户评论,正向口碑,positive,0.625,0.925,[0.02750685 0.02783645 0.02779226 0.88914874 0.02771571],3,0.8891487360471041
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。不建议盲买。我是沙漠干皮，大促囤货，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-28 03:33:00,177,3,天猫评价,NewBrand,温和洁面乳,达人测评,达人笔记,售后体验不满,neutral,0.0,0.5,[0.02676369 0.02679781 0.02669395 0.8929403  0.02680426],3,0.89294029658202
用了几天，敏感肌用舒缓保湿面膜很安心，泛红稳定下来，保湿感也不错。不建议盲买。我是干敏皮，达人链接下单，用了1周，大促期间看到很多类似反馈。,2026-05-27 04:38:00,37,1,天猫评价,竞品B,舒缓保湿面膜,敏感肌种草,达人笔记,正向口碑,positive,0.7,1.0,[0.02879753 0.88526667 0.02855382 0.02857419 0.02880779],1,0.8852666702268708
姐妹们，包装设计挺好看，但更关心长期使用后的稳定性。还会继续观察。我是沙漠干皮，小样试用后入正装，用了2次，鼻翼和脸颊反应最明显。,2026-05-25 03:00:00,33,30,小红书,竞品C,屏障修护面霜,夏季修护专题,用户评论,中性观察,neutral,0.0,0.5,[0.02840542 0.02854371 0.88542429 0.02894954 0.02867703],2,0.8854242935756071
测评后感觉，如果后续能补充第三方检测和适用人群说明，会更放心。我是沙漠干皮，旗舰店买的，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-28 07:53:00,45,3,京东评价,NewBrand,屏障修护面霜,618大促,话题讨论,中性观察,neutral,0.0,0.5,[0.2343066  0.02870192 0.02811571 0.68031122 0.02856456],3,0.6803112165784034
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。还会继续观察。我是沙漠干皮，朋友推荐后购买，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-29 04:45:00,249,61,微博,竞品C,温和洁面乳,618大促,短视频评论,价格价值争议,negative,-1.0,1.0,[0.02813503 0.02819014 0.02801317 0.88733662 0.02832504],3,0.8873366195141585
说实话，达人测评没有夸张，实际使用确实温和，油皮也能接受。不建议盲买。我是沙漠干皮，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-31 04:14:00,47,4,微博,竞品C,早C晚A精华套装,618大促,达人笔记,正向口碑,negative,-1.5,1.0,[0.8846174  0.02877169 0.02854975 0.02897573 0.02908543],0,0.8846174002218414
姐妹们，包装设计挺好看，但更关心长期使用后的稳定性。还会继续观察。我是屏障受损肌，朋友推荐后购买，连续用了3天，希望品牌补充适用人群说明。,2026-06-01 02:02:00,8,4,B站,NewBrand,舒缓保湿面膜,618大促,用户评论,中性观察,positive,1.0,1.0,[0.02799224 0.02837589 0.88680178 0.02806615 0.02876393],2,0.8868017844292361
用了光感修护精华液之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是油敏皮，直播间入手，连续用了3天，希望品牌补充适用人群说明。,2026-05-28 18:03:00,71,41,B站,NewBrand,光感修护精华液,夏季修护专题,电商评价,售后体验不满,neutral,-0.2,0.5,[0.02882994 0.88562956 0.02850323 0.02853967 0.0284976 ],1,0.885629563396382
姐妹们，用了舒缓保湿面膜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。大家怎么看？我是沙漠干皮，大促囤货，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-31 23:05:00,160,21,天猫评价,竞品A,舒缓保湿面膜,夏季修护专题,短视频评论,广告承诺争议,negative,-0.5,0.8,[0.02578615 0.89756813 0.0254242  0.02557415 0.02564737],1,0.8975681297286501
姐妹们，客服回复速度还行，但对过敏问题的解释比较模板化。大家怎么看？我是干敏皮，旗舰店买的，连续用了3天，后续上妆状态变化很大。,2026-05-27 12:09:00,15,7,天猫评价,NewBrand,早C晚A精华套装,敏感肌种草,电商评价,中性观察,negative,-1.0,1.0,[0.03113995 0.87650293 0.03065393 0.03073266 0.03097054],1,0.8765029298914697
说实话，用了光感修护精华液之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。不建议盲买。我是混油皮，朋友推荐后购买，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-24 13:20:00,50,6,京东评价,NewBrand,光感修护精华液,618大促,达人笔记,价格价值争议,negative,-0.5,0.8,[0.02770638 0.88963264 0.02724175 0.02781789 0.02760134],1,0.8896326401466221
说实话，活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是混油皮，达人链接下单，用了1周，评论区反馈分化很明显。,2026-05-25 05:17:00,34,14,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,电商评价,正向口碑,positive,1.0,1.0,[0.03185262 0.03187684 0.03174834 0.03193925 0.87258294],4,0.8725829411749443
用了几天，竞品最近也在推类似概念，想看更真实的横评对比。希望品牌给个明确说明。我是正常偏干，旗舰店买的，连续用了3天，这个点对敏感肌很关键。,2026-05-28 08:59:00,32,8,小红书,NewBrand,光感修护精华液,夏季修护专题,达人笔记,中性观察,positive,1.0,1.0,[0.03077562 0.03061793 0.8770086  0.03043853 0.03115932],2,0.877008599006768
测评后感觉，这次温和洁面乳真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。不建议盲买。我是干敏皮，小样试用后入正装，用了2次，评论区反馈分化很明显。,2026-05-26 23:06:00,89,34,B站,竞品A,温和洁面乳,新品上市,话题讨论,正向口碑,positive,0.625,0.925,[0.02621621 0.02633139 0.02594269 0.89539986 0.02610985],3,0.8953998564288351
质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。还会继续观察。我是痘肌，旗舰店买的，刚上脸10分钟，和同价位竞品对比差异明显。,2026-05-28 18:03:00,95,10,小红书,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,价格价值争议,neutral,0.0,0.5,[0.88188651 0.02943388 0.02947785 0.0295073  0.02969446],0,0.8818865109175955
姐妹们，达人测评没有夸张，实际使用确实温和，油皮也能接受。还会继续观察。我是干敏皮，大促囤货，连续用了3天，客服回复会直接影响我是否复购。,2026-05-24 19:46:00,37,17,微博,竞品A,屏障修护面霜,夏季修护专题,话题讨论,正向口碑,negative,-1.5,1.0,[0.88999586 0.02755122 0.02741409 0.0274092  0.02762963],0,0.8899958580983821
姐妹们，包装设计挺好看，但更关心长期使用后的稳定性。还会继续观察。我是痘肌，小样试用后入正装，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-29 01:19:00,14,5,小红书,竞品C,光感修护精华液,夏季修护专题,用户评论,中性观察,positive,1.0,1.0,[0.02804306 0.02782335 0.88838037 0.02788846 0.02786475],2,0.8883803704607427
说实话，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是外油内干，小样试用后入正装，连续用了3天，后续上妆状态变化很大。,2026-05-28 03:48:00,115,19,B站,NewBrand,温和洁面乳,618大促,达人笔记,产品质量风险,negative,-1.0,1.0,[0.88563248 0.02857885 0.0284451  0.028641   0.02870255],0,0.8856324830392068
说实话，保湿和提亮都比较自然，不是那种立刻假白的效果。我是沙漠干皮，大促囤货，空瓶半瓶后，评论区反馈分化很明显。,2026-05-24 22:58:00,102,21,B站,NewBrand,早C晚A精华套装,夏季修护专题,达人笔记,正向口碑,positive,1.0,1.0,[0.88486964 0.02871798 0.02850219 0.02905971 0.02885047],0,0.8848696441430592
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。还会继续观察。我是外油内干，旗舰店买的，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-24 13:27:00,118,18,小红书,竞品A,屏障修护面霜,618大促,话题讨论,产品质量风险,neutral,0.0,0.5,[0.02745074 0.02741332 0.02736668 0.8900615  0.02770776],3,0.8900614995908928
用了几天，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。希望品牌给个明确说明。我是痘肌，达人链接下单，刚上脸10分钟，鼻翼和脸颊反应最明显。,2026-05-30 23:14:00,92,13,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,短视频评论,售后体验不满,neutral,0.0,0.3,[0.02811838 0.02796572 0.0278268  0.88809415 0.02799496],3,0.8880941478950227
测评后感觉，达人测评没有夸张，实际使用确实温和，油皮也能接受。不建议盲买。我是痘肌，达人链接下单，连续用了3天，和同价位竞品对比差异明显。,2026-05-28 14:54:00,107,6,天猫评价,竞品A,屏障修护面霜,618大促,达人笔记,正向口碑,negative,-1.5,1.0,[0.88307887 0.02939246 0.02918847 0.02921729 0.02912291],0,0.8830788676037238
用了几天，保湿和提亮都比较自然，不是那种立刻假白的效果。大家怎么看？我是正常偏干，直播间入手，连续用了3天，评论区反馈分化很明显。,2026-05-26 08:42:00,23,21,微博,竞品C,温和洁面乳,618大促,短视频评论,正向口碑,positive,1.0,1.0,[0.88514468 0.02868213 0.02858114 0.02865186 0.02894019],0,0.8851446801592098
姐妹们，达人测评没有夸张，实际使用确实温和，油皮也能接受。希望品牌给个明确说明。我是屏障受损肌，直播间入手，用了1周，后续上妆状态变化很大。,2026-05-26 22:24:00,35,7,微博,NewBrand,舒缓保湿面膜,618大促,用户评论,正向口碑,neutral,-0.25,0.55,[0.88738106 0.02815025 0.02800117 0.02811849 0.02834903],0,0.8873810622773114
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。希望品牌给个明确说明。我是油敏皮，大促囤货，用了1周，后续上妆状态变化很大。,2026-05-25 16:23:00,109,70,天猫评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,达人内容质疑,neutral,0.0,0.3,[0.02948783 0.02934851 0.02919504 0.88214383 0.02982479],3,0.8821438292669461
说实话，竞品A这波新品包装和肤感都比以前细腻，吸收快，味道也克制。不建议盲买。我是痘肌，朋友推荐后购买，连续用了3天，客服回复会直接影响我是否复购。,2026-06-01 07:21:00,206,5,天猫评价,竞品A,温和洁面乳,达人测评,电商评价,正向口碑,positive,1.0,1.0,[0.02704642 0.02717515 0.02669616 0.02683435 0.89224792],4,0.8922479157991864
说实话，早C晚A精华套装肤感还可以，但功效需要再观察，暂时没有特别惊喜。我是沙漠干皮，旗舰店买的，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-25 00:47:00,22,8,抖音,竞品B,早C晚A精华套装,达人测评,达人笔记,中性观察,negative,-1.5,1.0,[0.03092209 0.03134617 0.03085767 0.0312218  0.87565227],4,0.8756522728206588
用了几天，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。不建议盲买。我是外油内干，朋友推荐后购买，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-31 03:56:00,81,32,抖音,竞品A,屏障修护面霜,敏感肌种草,电商评价,价格价值争议,negative,-1.0,1.0,[0.02929898 0.02940289 0.02923271 0.88255052 0.0295149 ],3,0.8825505211924909
测评后感觉，活动价还可以，套装搭配合理，适合第一次尝试这个系列。希望品牌给个明确说明。我是油敏皮，朋友推荐后购买，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-25 13:26:00,160,2,京东评价,NewBrand,舒缓保湿面膜,618大促,话题讨论,正向口碑,positive,1.0,1.0,[0.02761903 0.02753312 0.02737074 0.02762461 0.88985251],4,0.8898525076095903
测评后感觉，温和洁面乳肤感还可以，但功效需要再观察，暂时没有特别惊喜。大家怎么看？我是屏障受损肌，直播间入手，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-31 06:54:00,32,4,京东评价,竞品C,温和洁面乳,敏感肌种草,话题讨论,中性观察,neutral,-0.25,0.55,[0.02703589 0.02696622 0.02644109 0.02667771 0.89287909],4,0.8928790919586601
用了几天，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是痘肌，旗舰店买的，早晚用了4天，大促期间看到很多类似反馈。,2026-05-25 09:15:00,105,5,小红书,竞品A,舒缓保湿面膜,新品上市,话题讨论,达人内容质疑,negative,-1.0,1.0,[0.88448592 0.02887898 0.02867745 0.02878561 0.02917204],0,0.8844859193515247
说实话，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。我是屏障受损肌，小样试用后入正装，用了1周，和同价位竞品对比差异明显。,2026-05-30 19:59:00,139,15,京东评价,NewBrand,光感修护精华液,敏感肌种草,用户评论,售后体验不满,neutral,0.0,0.5,[0.02798107 0.02799959 0.0280307  0.88788534 0.0281033 ],3,0.8878853390918322
姐妹们，竞品最近也在推类似概念，想看更真实的横评对比。我是干敏皮，直播间入手，用了2次，客服回复会直接影响我是否复购。,2026-05-28 06:12:00,29,5,小红书,竞品A,温和洁面乳,618大促,用户评论,中性观察,neutral,0.0,0.5,[0.29527498 0.03157988 0.61104974 0.03093983 0.03115558],2,0.6110497413462482
竞品最近也在推类似概念，想看更真实的横评对比。我是油敏皮，大促囤货，用了2次，鼻翼和脸颊反应最明显。,2026-05-26 12:38:00,4,19,天猫评价,竞品A,早C晚A精华套装,敏感肌种草,短视频评论,中性观察,neutral,0.0,0.5,[0.03384071 0.03405395 0.86377702 0.03424386 0.03408447],2,0.8637770193237483
测评后感觉，客服一直让我再观察，没有给明确处理方案，售后体验真的差。希望品牌给个明确说明。我是干敏皮，小样试用后入正装，用了1周，评论区反馈分化很明显。,2026-05-25 08:36:00,19,16,B站,竞品C,温和洁面乳,敏感肌种草,电商评价,产品质量风险,positive,1.25,1.0,[0.02704741 0.02704355 0.02692113 0.89195199 0.02703592],3,0.8919519852825128
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。我是痘肌，小样试用后入正装，连续用了3天，希望品牌补充适用人群说明。,2026-05-26 05:38:00,116,37,B站,竞品B,温和洁面乳,达人测评,电商评价,产品质量风险,positive,0.333,0.633,[0.03150746 0.03163114 0.03145369 0.03151584 0.87389187],4,0.873891868944898
用了几天，竞品最近也在推类似概念，想看更真实的横评对比。我是屏障受损肌，直播间入手，空瓶半瓶后，后续上妆状态变化很大。,2026-05-25 09:17:00,124,12,天猫评价,NewBrand,屏障修护面霜,达人测评,短视频评论,中性观察,neutral,0.0,0.5,[0.03084507 0.03064644 0.51590045 0.03072324 0.3918848 ],2,0.515900449652121
测评后感觉，客服回复速度还行，但对过敏问题的解释比较模板化。我是油敏皮，小样试用后入正装，用了2次，和同价位竞品对比差异明显。,2026-05-30 22:43:00,53,1,京东评价,竞品A,光感修护精华液,新品上市,电商评价,中性观察,negative,-1.0,1.0,[0.02917502 0.88329969 0.02919454 0.02914167 0.02918908],1,0.8832996852860022
测评后感觉，敏感肌用温和洁面乳很安心，泛红稳定下来，保湿感也不错。还会继续观察。我是正常偏干，小样试用后入正装，用了2次，大促期间看到很多类似反馈。,2026-05-30 11:24:00,79,3,B站,NewBrand,温和洁面乳,达人测评,话题讨论,正向口碑,positive,0.7,1.0,[0.02644831 0.89444548 0.02618696 0.02628726 0.02663199],1,0.8944454821286394
用了几天，连续用了一周，温和洁面乳对换季干燥有改善，修护感很明显。我是油敏皮，旗舰店买的，刚上脸10分钟，后续上妆状态变化很大。,2026-05-31 07:10:00,8,6,小红书,竞品A,温和洁面乳,敏感肌种草,用户评论,正向口碑,positive,1.0,1.0,[0.0300467  0.88037199 0.02954371 0.02984129 0.03019631],1,0.8803719896098439
姐妹们，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。不建议盲买。我是油敏皮，小样试用后入正装，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-30 02:33:00,95,22,B站,NewBrand,温和洁面乳,夏季修护专题,用户评论,产品质量风险,negative,-1.0,1.0,[0.02777527 0.02785815 0.02761955 0.88938626 0.02736078],3,0.8893862566310657
客服解释成分很专业，售后响应也快，这点比竞品体验好。不建议盲买。我是正常偏干，直播间入手，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-27 14:00:00,60,1,B站,竞品C,温和洁面乳,新品上市,达人笔记,正向口碑,positive,1.5,1.0,[0.02740755 0.89097382 0.02704078 0.0272032  0.02737465],1,0.8909738156166283
用了几天，客服解释成分很专业，售后响应也快，这点比竞品体验好。不建议盲买。我是油敏皮，大促囤货，早晚用了4天，希望品牌补充适用人群说明。,2026-05-28 04:00:00,36,4,B站,竞品B,屏障修护面霜,新品上市,话题讨论,正向口碑,neutral,0.25,0.55,[0.02818382 0.88726228 0.02809074 0.0282294  0.02823376],1,0.8872622769870501
说实话，连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。希望品牌给个明确说明。我是正常偏干，朋友推荐后购买，早晚用了4天，后续上妆状态变化很大。,2026-05-28 17:48:00,27,16,抖音,NewBrand,舒缓保湿面膜,新品上市,达人笔记,正向口碑,positive,1.125,1.0,[0.02655807 0.89434684 0.0262069  0.02633788 0.02655031],1,0.894346840903253
说实话，敏感肌用屏障修护面霜很安心，泛红稳定下来，保湿感也不错。大家怎么看？我是混油皮，朋友推荐后购买，连续用了3天，鼻翼和脸颊反应最明显。,2026-05-25 10:58:00,114,11,天猫评价,竞品A,屏障修护面霜,618大促,电商评价,正向口碑,positive,0.7,1.0,[0.02852739 0.88577027 0.02837723 0.02864974 0.02867536],1,0.8857702729848596
姐妹们，竞品B这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是痘肌，旗舰店买的，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-27 09:22:00,65,5,小红书,竞品B,舒缓保湿面膜,达人测评,短视频评论,中性观察,neutral,0.0,0.5,[0.02915267 0.02911961 0.02923805 0.02919542 0.88329425],4,0.8832942533192085
说实话，成分表看起来偏修护，敏感肌最好先做局部测试。希望品牌给个明确说明。我是外油内干，小样试用后入正装，用了1周，希望品牌补充适用人群说明。,2026-05-26 10:25:00,23,23,小红书,NewBrand,光感修护精华液,618大促,短视频评论,中性观察,positive,1.0,1.0,[0.02965332 0.02940367 0.88206011 0.02945044 0.02943246],2,0.8820601126728617
用了几天，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是屏障受损肌，达人链接下单，空瓶半瓶后，后续上妆状态变化很大。,2026-05-29 00:44:00,39,8,抖音,NewBrand,光感修护精华液,新品上市,用户评论,中性观察,neutral,0.0,0.5,[0.02682528 0.02685279 0.02672798 0.02690276 0.89269118],4,0.8926911814177595
NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。我是屏障受损肌，旗舰店买的，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-29 05:39:00,66,37,微博,NewBrand,舒缓保湿面膜,达人测评,用户评论,产品质量风险,neutral,-0.125,0.425,[0.02957037 0.88259626 0.02907378 0.02930879 0.0294508 ],1,0.8825962595336632
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是屏障受损肌，大促囤货，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-24 13:56:00,120,18,天猫评价,NewBrand,光感修护精华液,达人测评,电商评价,达人内容质疑,negative,-1.0,1.0,[0.02707252 0.02701087 0.0268536  0.89192428 0.02713872],3,0.8919242796415271
达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。不建议盲买。我是混油皮，直播间入手，用了2次，评论区反馈分化很明显。,2026-05-27 19:30:00,61,7,B站,NewBrand,舒缓保湿面膜,新品上市,短视频评论,价格价值争议,negative,-1.0,1.0,[0.03157955 0.03151007 0.03123929 0.87425015 0.03142094],3,0.8742501539867441
包装设计挺好看，但更关心长期使用后的稳定性。希望品牌给个明确说明。我是正常偏干，直播间入手，早晚用了4天，和同价位竞品对比差异明显。,2026-05-31 03:23:00,63,4,天猫评价,NewBrand,舒缓保湿面膜,618大促,用户评论,中性观察,positive,1.0,1.0,[0.02849002 0.02832882 0.88648037 0.02829084 0.02840995],2,0.886480368464468
姐妹们，敏感肌用光感修护精华液很安心，泛红稳定下来，保湿感也不错。不建议盲买。我是正常偏干，直播间入手，连续用了3天，后续上妆状态变化很大。,2026-05-27 05:39:00,133,22,B站,竞品B,光感修护精华液,达人测评,电商评价,正向口碑,positive,0.7,1.0,[0.02850596 0.88651656 0.02821717 0.02832079 0.02843953],1,0.8865165556448542
